Column1,source,author,title,description,url,urlToImage,publishedAt,content
30,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse",Rescuers search for over a dozen miners trapped in Türkiye mine blast that killed at least 28,"A methane blast, one of Türkiye’s deadliest industrial accidents in years, occurred in the coal mining town of Amasra on Türkiye’s Black Sea coast while 110 people were working underground.",https://www.scmp.com/news/world/europe/article/3196086/rescuers-search-over-dozen-miners-trapped-turkiye-mine-blast,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/ae80c6c4-543e-40e7-993d-8dad7b2d9698_03673b01.jpg?itok=Iktigw7E&v=1665823515,10/15/2022 16:45,"Published: 4:45pm, 15 Oct, 2022
Updated: 4:45pm, 15 Oct, 2022"
31,"{'id': None, 'name': 'Post Magazine'}","Xinlu Liang, Xinlu Liang",Closing date announced for China’s 20th Communist Party congress,"The crucial political meeting is to run for a week from Sunday, with the new leadership line-up expected to be revealed a day later.",https://www.scmp.com/news/china/politics/article/3196085/closing-date-announced-chinas-20th-communist-party-congress,https://cdn.i-scmp.com/sites/default/files/styles/og_20th_party_congress/public/d8/images/canvas/2022/10/15/41890ecc-9137-4830-bf1d-197b7ac6d90c_b02c27cd.jpg?itok=BXbkxKje&v=1665822799,10/15/2022 16:33,"Published: 4:33pm, 15 Oct, 2022
Updated: 4:33pm, 15 Oct, 2022"
32,"{'id': None, 'name': 'Post Magazine'}","Bloomberg, Bloomberg","6 washing tips to help make your wardrobe more eco-friendly: front loaders, fresh air, filters and forgo fast fashion","Reduce fashion’s environmental cost and clean up your laundry routine: buy a front loader, install filters to catch microfibres and hang out your washing in the fresh air.",https://www.scmp.com/lifestyle/fashion-beauty/article/3195819/6-washing-tips-help-make-your-wardrobe-more-eco-friendly,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/13/ed832e1e-0265-4a3d-ab5a-b3a8057529e7_b5a2ac7f.jpg?itok=wfAlEiLP&v=1665646042,10/15/2022 16:15,"Published: 4:15pm, 15 Oct, 2022
Updated: 4:15pm, 15 Oct, 2022"
33,"{'id': None, 'name': 'Post Magazine'}","Kunal Purohit, Kunal Purohit","UK mob violence exposes deep, disturbing reach of India’s Hindutva agenda in diaspora",Clashes in Leicester and elsewhere highlight deep divisions caused by Hindutva groups. Analysts predict such nationalistic displays are likely to become more frequent and violent.,https://www.scmp.com/week-asia/people/article/3195976/uk-mob-violence-exposes-deep-disturbing-reach-indias-hindutva,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/9f0d2f34-0605-45e5-824a-494d56ba0c55_89812a2d.jpg?itok=xLy2zFI_&v=1665735276,10/15/2022 16:00,"Published: 4:00pm, 15 Oct, 2022
Updated: 4:00pm, 15 Oct, 2022"
34,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse","Australia, USA post first wins at women’s Rugby World Cup","Australia and the United States logged their first wins at the women’s Rugby World Cup in New Zealand on Saturday, leaving Scotland and Japan staring at the prospect of elimination.",https://www.scmp.com/sport/rugby/article/3196084/australia-usa-post-first-wins-womens-rugby-world-cup,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/92e5eca0-8039-40f7-8cc8-fad98e4e757a_57a56d85.jpg?itok=CWRv1YuC&v=1665820566,10/15/2022 15:56,"Published: 3:56pm, 15 Oct, 2022
Updated: 3:56pm, 15 Oct, 2022"
35,"{'id': None, 'name': 'Post Magazine'}","Ji Siqi,Zhao Ziwen, Ji Siqi,Zhao Ziwen","China’s power squeeze could drag into winter after summer drought, may need ‘special attention’","An extreme summer drought has left reservoirs in China struggling to retain water needed for the dry season, with Sichuan province anticipating a worst-case scenario of a 10 to 30 per cent power shortfall over the winter months.",https://www.scmp.com/economy/china-economy/article/3196006/chinas-power-squeeze-could-drag-winter-after-summer-drought,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/90fda393-614d-4aca-920c-0b4b55a00fef_4abacbc7.jpg?itok=V91P4uUi&v=1665740791,10/15/2022 14:30,"Published: 2:30pm, 15 Oct, 2022
Updated: 2:30pm, 15 Oct, 2022"
36,"{'id': None, 'name': 'Post Magazine'}","Cannix Yau, Cannix Yau","Hong Kong undaunted by Singapore rivalry as mainland support gives city unique advantage, treasury chief says","‘We are not afraid of competition,’ Secretary for Financial Services and the Treasury Christopher Hui says.",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3196080/hong-kong-undaunted-singapore-rivalry-mainland,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_coronavirus_generic/public/d8/images/canvas/2022/10/15/f4cdf084-9869-4e93-b395-7e82f5edd306_5ea6ff9f.jpg?itok=27I766U_&v=1665815104,10/15/2022 14:25,"Published: 2:25pm, 15 Oct, 2022
Updated: 2:36pm, 15 Oct, 2022"
37,"{'id': None, 'name': 'Post Magazine'}","Today Online, Today Online",Coronavirus: Singapore says indoor mask rules could return if XBB subvariant wave intensifies,"Health Minister Ong Ye Kung said the city state’s average daily cases are likely to reach 15,000 by mid-November.",https://www.scmp.com/news/asia/southeast-asia/article/3196079/coronavirus-singapore-says-indoor-mask-rules-could-return,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_coronavirus_generic/public/d8/images/canvas/2022/10/15/20baaaad-be23-41f0-a171-2b449ef499ae_868cefd3.jpg?itok=paKlRw-7&v=1665813808,10/15/2022 14:03,"Published: 2:03pm, 15 Oct, 2022
Updated: 2:03pm, 15 Oct, 2022"
38,"{'id': None, 'name': 'Post Magazine'}","Liya Su, Liya Su",Share single bed ‘in shifts’: decision by 3 men to rent tiny furnished unit in Shanghai sparks cost-of-living debate,"A viral video of three men haggling over a tiny studio flat in Shanghai priced at 900 yuan (US$125) per month, sparked a conversation about the cost of living in China.",https://www.scmp.com/news/people-culture/social-welfare/article/3195507/share-single-bed-shifts-decision-3-men-rent-tiny,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/11/def36ad0-1030-4a8d-a1e9-6b57e0fe3386_bd6fcfaa.jpg?itok=uLSlZ4B-&v=1665445955,10/15/2022 14:00,"Published: 2:00pm, 15 Oct, 2022
Updated: 2:00pm, 15 Oct, 2022"
39,"{'id': None, 'name': 'Post Magazine'}","Shirley Chui, Shirley Chui",Hurdler Chloe Pak storms to Hong Kong’s first gold medal at Asian Under-18 Championships in Kuwait,"Chloe Pak Hoi-man, 16, dominates 100 metres hurdles final, posting a new personal best of 14.02 seconds on Friday in Kuwait.",https://www.scmp.com/sport/hong-kong/article/3196078/hurdler-chloe-pak-storms-hong-kongs-first-gold-medal-asian-under-18,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/a5fd4b24-3979-42ab-9747-b446ba868068_689fd708.jpg?itok=VYvqh64b&v=1665812706,10/15/2022 13:45,"Published: 1:45pm, 15 Oct, 2022
Updated: 1:45pm, 15 Oct, 2022"
40,"{'id': None, 'name': 'Post Magazine'}","Johannes Nugroho, Johannes Nugroho","In Indonesia, ‘LGBT’ label is linked to criminal guilt amid ‘societal homophobia’","Indonesia has a history of linking criminality to homosexuality, and its citizens tend to voraciously consume LGBTQ news and rumours amid societal stigma.",https://www.scmp.com/week-asia/people/article/3195982/indonesia-lgbt-label-linked-criminal-guilt-amid-societal,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/17df3540-785a-4725-9013-25d331ba959b_062bbc68.jpg?itok=-U7kFvvS&v=1665736168,10/15/2022 13:00,"Published: 1:00pm, 15 Oct, 2022
Updated: 1:00pm, 15 Oct, 2022"
41,"{'id': None, 'name': 'Post Magazine'}","Mark Worwood, Mark Worwood",Breeder cheers for Beauty Joy-California Spangle quinella to fund his Impressive Jeuney to HKIR,Meet the Australian horseman who will be cheering louder than Tony Cruz or any punter for a Beauty Joy-California Spangle quinella at Sha Tin on Sunday....,https://www.scmp.com/sport/racing/article/3196075/breeder-cheers-beauty-joy-california-spangle-quinella-fund-his,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/e19e58cd-2634-479d-b819-c6bc0332799c_7a39eae7.jpg?itok=H2b796Yt&v=1665809735,10/15/2022 12:55,"Meet the Australian horseman who will be cheering louder than Tony Cruz or any punter for a Beauty Joy-California Spangle quinella at Sha Tin on Sunday.
His name is Darren McAuliffe, he is the Group… [+5006 chars]"
42,"{'id': None, 'name': 'Post Magazine'}","Reuters, Reuters",What inflation? Indians in ‘revenge spending’ festive splurge despite global economic gloom,Consumers spend on everything from cars and houses to jewellery amid rise in urban wages and easy access to bank credit.,https://www.scmp.com/news/asia/south-asia/article/3196074/what-inflation-indians-revenge-spending-festive-splurge,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/7d040021-5362-408c-a285-c18d09bc9ee2_d0601980.jpg?itok=WlP9a0f4&v=1665809360,10/15/2022 12:49,"Published: 12:49pm, 15 Oct, 2022
Updated: 12:49pm, 15 Oct, 2022"
43,"{'id': None, 'name': 'Post Magazine'}","Chris Lau, Chris Lau","Coronavirus: cases expected to rise as Hongkongers travelling abroad return to city, health advisers say","Professor David Hui says local situation could develop into the one facing Singapore, where imported variants have driven up infection numbers.",https://www.scmp.com/news/hong-kong/health-environment/article/3196073/coronavirus-cases-expected-rise-hongkongers,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/ed569845-37d6-4377-b7a1-a3039034cd4c_129bf7e1.jpg?itok=ObIJLWDr&v=1665809227,10/15/2022 12:47,"Published: 12:47pm, 15 Oct, 2022
Updated: 12:54pm, 15 Oct, 2022"
44,"{'id': None, 'name': 'Post Magazine'}","Jevans Nyabiage, Jevans Nyabiage","It may not say so, but US sees Africa as a growing military competition with China and Russia","The continent isn’t prominently discussed in the new US National Security Strategy, but military analysts say it is increasing in significance as a theatre of operations.",https://www.scmp.com/news/china/diplomacy/article/3196070/it-may-not-say-so-us-sees-africa-growing-military-competition,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/5832391f-b7ec-4e9c-8789-76cfc07f1647_d1f4a5ea.jpg?itok=do0UJd8r&v=1665804631,10/15/2022 12:00,"Published: 12:00pm, 15 Oct, 2022
Updated: 12:00pm, 15 Oct, 2022"
45,"{'id': None, 'name': 'Post Magazine'}","Julian Ryall, Julian Ryall","Japan’s ‘nuclear’ 1950s fishermen need human rights recognised, not just cash, say justice campaigners",A crowdfunding project has been set up to pay legal/medical costs for men exposed to radiation in Pacific during US tests decades ago; many have already died of illnesses blamed on exposure.,https://www.scmp.com/week-asia/people/article/3196063/japans-nuclear-1950s-fishermen-need-human-rights-recognised-not,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/396fdbb8-e9a3-43e2-bebd-aa0d37e43506_64023c16.jpg?itok=UXc0Dg1Z&v=1665795807,10/15/2022 12:00,"Published: 12:00pm, 15 Oct, 2022
Updated: 12:00pm, 15 Oct, 2022"
46,"{'id': None, 'name': 'Post Magazine'}","Kevin McSpadden, Kevin McSpadden",In photos: ancient Chinese port city reveals secrets of Maritime Silk Road,"Chinese archaeologists in eastern China released a set of pictures from an ancient port city dating to around 1,300 years ago.",https://www.scmp.com/news/people-culture/trending-china/article/3195907/photos-ancient-chinese-port-city-reveals-secrets,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/aec82149-683d-4809-ab5a-9ca1538a9f66_5fc7a031.jpg?itok=Qsr1xwha&v=1665703101,10/15/2022 12:00,"Published: 12:00pm, 15 Oct, 2022
Updated: 12:00pm, 15 Oct, 2022"
47,"{'id': None, 'name': 'Post Magazine'}","Jess Ma, Jess Ma",Russians lose access to some banking services in Hong Kong due to Western sanctions over Ukraine,"HSBC sends out letter, seen by Post, saying lender unable to provide investment services to Russian nationals who are not European Union residents.",https://www.scmp.com/news/hong-kong/politics/article/3196053/russians-lose-access-some-banking-services-hong-kong-due,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/9b72ed63-da99-4b17-b4a5-577549b431cb_d1b15b71.jpg?itok=iDSJPLWi&v=1665763762,10/15/2022 11:45,"Published: 11:45am, 15 Oct, 2022
Updated: 11:45am, 15 Oct, 2022"
48,"{'id': None, 'name': 'Post Magazine'}","Letters, Letters",Hong Kong’s harbour gives it an edge over Singapore,"Readers discuss Hong Kong’s natural advantage over Singapore, why the ‘0+3’ travel won’t attract tourists, difficulties in using air miles, and the prospects of the aviation industry.",https://www.scmp.com/comment/letters/article/3195696/hong-kongs-harbour-gives-it-edge-over-singapore,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/12/a5cb76da-ffec-4eef-aed3-5b67255bfcc3_99f7d8f9.jpg?itok=0CeKVyPp&v=1665565326,10/15/2022 11:30,"Published: 11:30am, 15 Oct, 2022
Updated: 11:30am, 15 Oct, 2022"
49,"{'id': None, 'name': 'Post Magazine'}","Olga Wong, Olga Wong","Hong Kong this week: maiden policy speech, superyacht row and the party congress","In this issue of Hong Kong Update, we look at the lead-up to city leader John Lee's first policy address.",https://www.scmp.com/news/hong-kong/society/article/3196384/hong-kong-week-maiden-policy-speech-superyacht-row-and-party-congress,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/2022/10/18/f92a3cb4-92de-4583-817d-46956dd074c7_caa8993e_2.jpg?itok=NV7we7JG,10/15/2022 11:00,"Published: 11:00am, 15 Oct, 2022
Updated: 5:49pm, 18 Oct, 2022"
50,"{'id': None, 'name': 'Post Magazine'}","Sam Agars, Sam Agars","Alfred Chan thinks on his feet and leans on the best: ‘if you follow Zac, he’ll bring you everywhere’","Alfred Chan Ka-hei was feeling the pinch heading into the final event at Happy Valley on Wednesday night, with the pressure that comes with riding a favourite compounded by a nagging echo in his head of an earlier mistake that “cost me the win”....",https://www.scmp.com/sport/racing/article/3196069/alfred-chan-thinks-his-feet-and-leans-best-if-you-follow-zac-hell,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/5b8a40fe-1021-4603-aca3-8f1c7a44b62d_931c49e5.jpg?itok=GSkuog9h&v=1665802483,10/15/2022 10:54,"Alfred Chan Ka-hei was feeling the pinch heading into the final event at Happy Valley on Wednesday night, with the pressure that comes with riding a favourite compounded by a nagging echo in his head… [+2776 chars]"
51,"{'id': None, 'name': 'Post Magazine'}","David Dodwell, David Dodwell","With so much talk of gender equality, are we any closer to achieving it?","For all the attention the global gender gap receives, and for all we are told progress is being made in closing it, parity remains a long way off. At the same time, other forms of discrimination, such as those based on race or class, are being overlooked.",https://www.scmp.com/comment/opinion/article/3195849/so-much-talk-gender-equality-are-we-any-closer-achieving-it,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/10/13/bbe58cf1-50bb-43c6-b725-84674ec352fa_8ec2aa27.jpg?itok=9KTd_F0b&v=1665653891,10/15/2022 10:45,"Published: 10:45am, 15 Oct, 2022
Updated: 10:45am, 15 Oct, 2022"
52,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse",DR Congo army officers get death sentence for murder of 2 Chinese mine workers,Four other defence personnel were sentenced to 10 years in prison by a military court.,https://www.scmp.com/news/world/africa/article/3196068/dr-congo-army-officers-get-death-sentence-murder-2-chinese-mine,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/e20abdc0-2687-42a5-9e8b-f9764fab8dd1_10020667.jpg?itok=-zvxPFva&v=1665801742,10/15/2022 10:42,"Published: 10:42am, 15 Oct, 2022
Updated: 10:42am, 15 Oct, 2022"
53,"{'id': None, 'name': 'Post Magazine'}","Sam Agars, Sam Agars",Lyle Hewitson won’t ‘overdo it in any circumstances’ aboard Russian Emperor in Sha Tin Trophy,"After uninspiring turn outs for the first two pattern races of the 2022-23 season, Sunday’s Group Two Oriental Watch Sha Tin Trophy (1,600m) will feature the biggest field for a Hong Kong Group race in more than a year....",https://www.scmp.com/sport/racing/article/3196067/lyle-hewitson-wont-overdo-it-any-circumstances-aboard-russian-emperor,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/c0a07bb3-77d9-4da3-8163-0278c49bf1d9_6f6fde47.jpg?itok=95lh2cBw&v=1665800469,10/15/2022 10:21,"After uninspiring turn outs for the first two pattern races of the 2022-23 season, Sundays Group Two Oriental Watch Sha Tin Trophy (1,600m) will feature the biggest field for a Hong Kong Group race i… [+2567 chars]"
54,"{'id': None, 'name': 'Post Magazine'}","Agence France-Presse, Agence France-Presse",Premier League: Liverpool boss Jurgen Klopp says nobody can compete with Erling Haaland-powered Man City,Liverpool manager Jurgen Klopp believes Erling Haaland’s arrival at Manchester City has made the difficult task of winning a Premier League title almost impossible.,https://www.scmp.com/sport/football/article/3196066/premier-league-liverpool-boss-jurgen-klopp-says-nobody-can-compete,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/afdfe20c-f368-4d70-9555-411d697c8d0a_96d79311.jpg?itok=NGifFpC5&v=1665799834,10/15/2022 10:10,"Published: 10:10am, 15 Oct, 2022
Updated: 10:10am, 15 Oct, 2022"
55,"{'id': None, 'name': 'Post Magazine'}","Tribune News Service, Tribune News Service",Ford to open R&D centre in Atlanta in bid to attract software talent,"US carmaker Ford is opening a new research and development centre in Atlanta, a move aimed at building a pipeline of software experts by tapping into the city’s diverse pool of tech talent.",https://www.scmp.com/tech/tech-trends/article/3196064/ford-open-rd-centre-atlanta-bid-attract-software-talent,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/15/66846e3a-ca70-49b8-b981-42676d401447_6e1e1128.jpg?itok=e6sP-_bq&v=1665798410,10/15/2022 9:49,"Published: 9:49am, 15 Oct, 2022
Updated: 9:49am, 15 Oct, 2022"
56,"{'id': None, 'name': 'Post Magazine'}","A'an Suryana, A'an Suryana",Indonesia’s use of tear gas at stadiums needs to end – as must football’s toxic subculture,Deadly football match in Indonesia’s Malang City requires authorities to revise crowd control procedures. The issue of toxic subcultures among fans should also be addressed.,https://www.scmp.com/week-asia/opinion/article/3195974/indonesias-use-tear-gas-stadiums-needs-end-must-footballs-toxic,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/10/14/dfb62a75-b502-454c-b958-0e259ffa1bea_11822865.jpg?itok=yqMtMrvQ&v=1665734892,10/15/2022 9:00,"Published: 9:00am, 15 Oct, 2022
Updated: 9:00am, 15 Oct, 2022"
57,"{'id': None, 'name': 'Post Magazine'}","Alice Yan, Alice Yan","‘Instantly aged 50 years’: Chinese boy, 12, has tearful meltdown while frustrated from teaching younger sister maths, amuses millions",Millions of Chinese social media users have flocked to watch a video of a 12-year-old boy losing his patience and breaking down in tears as he tries to teach his younger sister maths.,https://www.scmp.com/news/people-culture/trending-china/article/3195964/instantly-aged-50-years-chinese-boy-12-has,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/c53e77e9-92d2-4193-a57a-2ba7bfa4fc06_7aa79b40.jpg?itok=cvGNP8VA&v=1665733336,10/15/2022 9:00,"Published: 9:00am, 15 Oct, 2022
Updated: 9:00am, 15 Oct, 2022"
58,"{'id': None, 'name': 'Post Magazine'}","Dewey Sim, Dewey Sim","Amid Singapore’s reopening boom, city’s vaunted ‘affordable public housing’ leaves citizens feeling priced out","Home affordability a key gripe among Singaporeans, with some in limbo after government imposed cooling measures to ease red-hot property market.",https://www.scmp.com/week-asia/politics/article/3196030/amid-singapores-reopening-boom-citys-vaunted-affordable-public,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/f38346d8-e408-4337-a943-b2962a92a244_4a6efdee.jpg?itok=8FxEOvM0&v=1665750345,10/15/2022 8:30,"Published: 8:30am, 15 Oct, 2022
Updated: 8:30am, 15 Oct, 2022"
59,"{'id': None, 'name': 'Post Magazine'}","Clement Chan, Clement Chan",I’m selling my car to shrink my carbon footprint and do my bit against climate change,"Flights were the biggest chunk of my carbon footprint but aviation accounts for less than 2 per cent of global emissions. I could eat less meat and rely on the city’s efforts for cleaner energy but with driving accounting for a third of my footprint, the choi…",https://www.scmp.com/comment/opinion/article/3195856/im-selling-my-car-shrink-my-carbon-footprint-and-do-my-bit-against,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_opinion/public/d8/images/canvas/2022/10/13/db5e13ce-a689-4608-84a8-1f40fcb66dd4_ec509328.jpg?itok=-JG2TcBB&v=1665655547,10/15/2022 8:30,"Published: 8:30am, 15 Oct, 2022
Updated: 8:30am, 15 Oct, 2022"
60,"{'id': None, 'name': 'Post Magazine'}","Nathan Paul Southern,Lindsey Kennedy, Nathan Paul Southern,Lindsey Kennedy","Laos’ criminal casino empire: Chinese gangsters suspected of running brothels and online scams, and trafficking humans, animal parts and drugs","A Chinese gangster’s Laotian casino empire in the Golden Triangle is suspected of trafficking victims and forcing them to work in online scams and prostitution, and authorities are all but helpless to intervene.",https://www.scmp.com/magazines/post-magazine/long-reads/article/3195932/laos-criminal-casino-empire-chinese-gangsters,https://cdn.i-scmp.com/sites/default/files/styles/og_image_scmp_generic/public/d8/images/canvas/2022/10/14/5cf292bf-4e80-4cab-b7fd-13a7603f3484_0c57f493.jpg?itok=82tyn9Lt&v=1665731606,10/15/2022 8:15,"Published: 8:15am, 15 Oct, 2022
Updated: 8:15am, 15 Oct, 2022"
